LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,(quality),(mm),(mm),(mm),(frame),,(mm),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(mm),(mm),(mm),(mm),(radians),,(mm^2),(mm),,,
ID13393,13393,0,0.9334160089492798,2.7886852844028396,1.2072317507731,0.0,0.0,0,0.4872134195440537,1,,188.54353393085788,207.0,0.0,207.0,294505.0,39.921427792409204,0.9844978418464094,4.685972230912145,5.264507653530376E-4,-0.003940919655149606,0.5731880586642157,0.4181784957224018,0.7933631361882192,1.3706779868583043,0.7457415760148579,3.207084601785173,0.911123791101332,0.9923736892278358,3.7137805596095506
ID13394,13394,0,0.9165219068527222,2.8288895509402585,1.2281691045025138,0.0,1.0,1,0.48510273776591356,1,,190.2005174644243,207.0,3.0,207.0,294050.0,37.248451583430665,0.9802736445940381,5.055400707947862,0.001822355390834278,-0.0034468875002118394,0.56397778754968,0.4215346916434412,0.8091829002940559,1.337915475831644,0.7392942425046432,3.171042733196407,0.923895812547065,0.9939004815409312,3.6880214020097646
ID13395,13395,0,0.92000412940979,2.807614745204606,1.2133652653682125,0.0,2.0,2,0.48658898683691243,1,,189.7155669442665,207.0,12.0,207.0,296146.0,37.165652323659955,0.984250853646939,5.064078487424159,2.906409495588528E-4,-0.003550604301340879,0.5706940191230025,0.41968023639370733,0.8043285250789463,1.3598305796502346,0.7438312549747942,3.1938688656084038,0.9163262444296597,0.9958439897698205,3.7032230361549465
ID13396,13396,0,0.9255552291870117,2.883736770811503,1.2107924129549752,0.0,3.0,3,0.492103139095254,1,,189.42919799498748,207.0,16.0,207.0,302329.0,38.07482321188735,0.9825487863936603,4.931388988394108,6.538114141579169E-4,-0.004195525743217762,0.5723845056294597,0.42705929252818636,0.8015156512699523,1.3402928250101986,0.7607853542053596,3.23700201143693,0.9124016646022748,0.9906716417910452,3.7111789616573576
ID13397,13397,0,0.9136795401573181,2.8433936263722086,1.2099899685311437,0.0,4.0,4,0.4913302422163288,1,,191.0752688172043,207.0,0.0,207.0,302090.0,35.96401192587233,0.9773990800820542,5.252232468046413,9.752242920374734E-4,-0.0045218299825848934,0.5714005441785583,0.42690053590394317,0.7956453793926003,1.338486359518483,0.7583974529052797,3.226188821257983,0.91564507900799,0.9925000000000002,3.7046002283542654
ID13398,13398,0,0.9160094857215881,2.8664943403138343,1.2111350476273572,0.0,5.0,5,0.4965622181917109,1,,188.89314391599754,207.0,16.0,207.0,305818.0,38.32044410334901,0.9832758461246646,4.887737856121779,4.481404259889994E-4,-0.004294387482684251,0.5771633151290316,0.430839773199036,0.770213485710267,1.3396240343446617,0.7746351817458211,3.249386769736555,0.921943413155526,0.9969268592501537,3.6919243978716754
ID13399,13399,0,0.924673318862915,2.94420432068362,1.2238066410202806,0.0,6.0,6,0.49640912362411616,1,,190.2750309023486,207.0,0.0,207.0,307865.0,36.21727713977046,0.9801479142099969,5.201037532630433,2.710589237056594E-4,-0.005077040212183534,0.5839681907443465,0.42668203371107444,0.8412373921611818,1.3686261539190505,0.7741576014858053,3.266230379057668,0.9118966470113835,0.9953945348480197,3.71220646364859
